rank,gk_sp_id,player_name,season_id,season_name,grade,matches,saves,goals,save_pct
1273,201190053,페터 슈마이켈,201,NHD (National Hero Debut),11,418,1010,1094,0.4800
1274,513186153,보이치에흐 슈체스니,513,23 PL (23 Premium Live),8,2806,6761,7325,0.4800
1275,246186569,스벤 울라이히,246,UP (Unsung Players),9,1705,4169,4520,0.4798
1276,294237778,안준수,294,21 KFA (21 KFA),9,340,817,886,0.4797
1277,207167495,마누엘 노이어,207,TT (Top Transfer),13,1908,4463,4840,0.4797
1278,517230872,밀레 스빌라르,517,25 PL (25 Premium Live),8,2764,6405,6947,0.4797
1279,206167948,위고 요리스,206,TB (Tournament Best),8,468,1087,1179,0.4797
1280,225136594,김병지,225,TKL (TEAM K LEAGUE),8,686,1696,1840,0.4796
1281,268048940,페트르 체흐,268,LN (LEGENDARY NUMBERS),9,305,742,805,0.4796
1282,217210257,에데르송,217,COC (Competitor Of Continents),11,1529,3419,3710,0.4796
1283,237212831,알리송,237,MC (Multi-League Champions),8,19184,45481,49357,0.4796
1284,294237778,안준수,294,21 KFA (21 KFA),11,616,1399,1519,0.4794
1285,517227127,알렉스 레미로,517,25 PL (25 Premium Live),8,775,1854,2014,0.4793
1286,237212442,주제 사,237,MC (Multi-League Champions),12,299,752,817,0.4793
1287,225212432,조현우,225,TKL (TEAM K LEAGUE),8,2755,6626,7200,0.4792
1288,300234577,디오구 코스타,300,25 LIVE (25 LIVE),12,435,1035,1125,0.4792
1289,289178005,후이 파트리시우,289,CC (CenturyClub),8,499,1264,1374,0.4792
1290,206005479,카시야스,206,TB (Tournament Best),12,847,2064,2244,0.4791
1291,256051539,에드윈 반데르사르,256,BTB (Back to Back),8,5978,14249,15495,0.4791
1292,234190053,페터 슈마이켈,234,LH (Loyal Heroes),9,1006,2321,2524,0.4791
1293,206206585,케파,206,TB (Tournament Best),13,1449,3416,3716,0.4790
1294,518221759,김경민,518,26KLeague (26KLeague),8,808,1958,2130,0.4790
1295,225238570,송범근,225,TKL (TEAM K LEAGUE),11,269,645,702,0.4788
1296,201167495,마누엘 노이어,201,NHD (National Hero Debut),13,2888,6522,7099,0.4788
1297,206177683,얀 조머,206,TB (Tournament Best),12,5230,12217,13302,0.4787
1298,251150724,조 하트,251,EBS (European Best Stars),9,324,741,807,0.4787
1299,251150724,조 하트,251,EBS (European Best Stars),8,4891,11628,12664,0.4787
1300,225203004,양한빈,225,TKL (TEAM K LEAGUE),12,631,1434,1562,0.4786
1301,206210257,에데르송,206,TB (Tournament Best),11,1294,3022,3292,0.4786
1302,517224003,세르히오 에레라,517,25 PL (25 Premium Live),11,940,2169,2363,0.4786
1303,513215698,마이크 메냥,513,23 PL (23 Premium Live),8,426,972,1059,0.4786
1304,289170084,웨인 헤네시,289,CC (CenturyClub),8,262,657,716,0.4785
1305,827051539,에드윈 반데르사르,827,BDO (Ballon d'Or),10,270,597,651,0.4784
1306,517185122,페테르 굴라치,517,25 PL (25 Premium Live),8,1473,3570,3893,0.4784
1307,201190053,페터 슈마이켈,201,NHD (National Hero Debut),12,275,662,722,0.4783
1308,206167495,마누엘 노이어,206,TB (Tournament Best),13,306,728,794,0.4783
1309,206177683,얀 조머,206,TB (Tournament Best),11,3149,7354,8024,0.4782
1310,810233934,에런 램즈데일,810,23 UCL (23 UEFA Champions League),8,786,1916,2091,0.4782
1311,810230621,잔루이지 돈나룸마,810,23 UCL (23 UEFA Champions League),8,1839,4499,4913,0.4780
1312,225203004,양한빈,225,TKL (TEAM K LEAGUE),13,1028,2353,2571,0.4779
1313,517205186,파울로 가사니가,517,25 PL (25 Premium Live),9,691,1660,1814,0.4778
1314,829228279,요엘 드롬멀,829,GRU (Greatest Runner-Ups),9,438,1095,1197,0.4777
1315,210230621,잔루이지 돈나룸마,210,GR (Golden Rookies),11,230,515,563,0.4777
1316,231193080,데헤아,231,VTR (Veteran),8,2717,6422,7021,0.4777
1317,237192119,티보 쿠르투아,237,MC (Multi-League Champions),8,15007,35881,39243,0.4776
1318,225212432,조현우,225,TKL (TEAM K LEAGUE),9,450,1073,1174,0.4775
1319,251051539,에드윈 반데르사르,251,EBS (European Best Stars),8,11634,27333,29919,0.4774
1320,517228383,카밀 그라바라,517,25 PL (25 Premium Live),8,2076,4943,5413,0.4773
1321,513230621,잔루이지 돈나룸마,513,23 PL (23 Premium Live),8,836,1907,2089,0.4772
1322,207167495,마누엘 노이어,207,TT (Top Transfer),8,412,1004,1100,0.4772
1323,206005479,카시야스,206,TB (Tournament Best),8,544,1312,1438,0.4771
1324,231164835,우카시 파비안스키,231,VTR (Veteran),8,1013,2332,2557,0.4770
1325,260212831,알리송,260,21 UCL (21 UEFA Champions League),8,788,1813,1988,0.4770
1326,253167495,마누엘 노이어,253,BOE21 (Best of Europe 21),9,3035,7117,7804,0.4770
1327,218191655,김승규,218,OTW (Ones To Watch),13,1913,4324,4743,0.4769
1328,264210385,후이 실바,264,FA (FREE AGENT),8,3282,7976,8749,0.4769
1329,517251752,뤼카 슈발리에,517,25 PL (25 Premium Live),9,720,1734,1903,0.4768
1330,216200389,얀 오블라크,216,HOT (Heroes Of the Team),10,241,614,674,0.4767
1331,515212831,알리송,515,24 PL (24 Premium Live),8,1064,2432,2670,0.4767
1332,252002147,M. 스테켈렌뷔르흐,252,CAP (Captain),11,488,1090,1197,0.4766
1333,216192563,베른트 레노,216,HOT (Heroes Of the Team),10,236,508,558,0.4765
1334,517251752,뤼카 슈발리에,517,25 PL (25 Premium Live),8,1743,4262,4683,0.4765
1335,218221087,파우 로페스,218,OTW (Ones To Watch),8,870,2044,2246,0.4765
1336,206192119,티보 쿠르투아,206,TB (Tournament Best),11,513,1171,1287,0.4764
1337,246173373,세르히오 로메로,246,UP (Unsung Players),8,1761,4110,4519,0.4763
1338,264146748,디에고 로페스,264,FA (FREE AGENT),8,304,703,773,0.4763
1339,206024630,페페 레이나,206,TB (Tournament Best),12,5664,13405,14741,0.4763
1340,300243675,키얼 스헤르펀,300,25 LIVE (25 LIVE),8,1419,3355,3690,0.4762
1341,517223885,알렉산더 뉘벨,517,25 PL (25 Premium Live),8,716,1669,1836,0.4762
1342,517246657,알바로 바예스,517,25 PL (25 Premium Live),8,370,809,890,0.4762
1343,284216065,M. 스포르티엘로,284,RTN (Returnees),9,2155,5086,5596,0.4761
1344,217163264,톰 히턴,217,COC (Competitor Of Continents),13,582,1367,1505,0.4760
1345,295212432,조현우,295,19 KFA (19 KFA),11,208,485,534,0.4760
1346,517205186,파울로 가사니가,517,25 PL (25 Premium Live),11,300,752,828,0.4759
1347,206192448,M. 테어슈테겐,206,TB (Tournament Best),10,234,564,621,0.4759
1348,253192119,티보 쿠르투아,253,BOE21 (Best of Europe 21),8,16912,40152,44250,0.4757
1349,517202811,에미 마르티네스,517,25 PL (25 Premium Live),10,273,654,721,0.4756
1350,216190053,페터 슈마이켈,216,HOT (Heroes Of the Team),10,285,651,718,0.4755
1351,214167495,마누엘 노이어,214,TC (Tournament Champions),9,259,631,696,0.4755
1352,513203841,닉 포프,513,23 PL (23 Premium Live),8,1676,3804,4197,0.4754
1353,293212432,조현우,293,22 KFA (22 KFA),10,513,1216,1342,0.4754
1354,234190941,L. 흐라데츠키,234,LH (Loyal Heroes),11,875,2036,2247,0.4754
1355,206212831,알리송,206,TB (Tournament Best),12,3110,7268,8027,0.4752
1356,231173373,세르히오 로메로,231,VTR (Veteran),8,1444,3446,3806,0.4752
1357,518252658,백종범,518,26KLeague (26KLeague),8,421,1024,1131,0.4752
1358,517259532,주안 가르시아,517,25 PL (25 Premium Live),8,7349,17144,18936,0.4752
1359,234190053,페터 슈마이켈,234,LH (Loyal Heroes),8,2549,6214,6864,0.4751
1360,218199987,야스퍼르 실러선,218,OTW (Ones To Watch),8,2753,6451,7127,0.4751
1361,517228383,카밀 그라바라,517,25 PL (25 Premium Live),11,335,799,883,0.4750
1362,300193698,올리버 바우만,300,25 LIVE (25 LIVE),13,363,913,1009,0.4750
1363,218215316,헤로니모 룰리,218,OTW (Ones To Watch),13,312,732,809,0.4750
1364,251192119,티보 쿠르투아,251,EBS (European Best Stars),10,602,1424,1574,0.4750
1365,234001179,잔루이지 부폰,234,LH (Loyal Heroes),11,326,748,827,0.4749
1366,295251164,최민수,295,19 KFA (19 KFA),12,285,605,669,0.4749
1367,242192448,M. 테어슈테겐,242,20 UCL (20 UEFA Champions League),8,402,943,1043,0.4748
1368,515177683,얀 조머,515,24 PL (24 Premium Live),8,545,1273,1408,0.4748
1369,517225116,알렉스 메레트,517,25 PL (25 Premium Live),9,704,1661,1838,0.4747
1370,517167948,위고 요리스,517,25 PL (25 Premium Live),9,398,990,1096,0.4746
1371,517167948,위고 요리스,517,25 PL (25 Premium Live),8,683,1636,1812,0.4745
1372,237001179,잔루이지 부폰,237,MC (Multi-League Champions),8,357,881,976,0.4744
1373,216192563,베른트 레노,216,HOT (Heroes Of the Team),9,629,1546,1713,0.4744
1374,517167495,마누엘 노이어,517,25 PL (25 Premium Live),8,3988,9363,10381,0.4742
1375,218200726,뱅자맹 르콩트,218,OTW (Ones To Watch),8,491,1165,1292,0.4742
1376,253192119,티보 쿠르투아,253,BOE21 (Best of Europe 21),9,4073,9448,10479,0.4741
1377,276234577,디오구 코스타,276,22NG (22 NEW GENERATION),8,2727,6922,7681,0.4740
1378,284001179,잔루이지 부폰,284,RTN (Returnees),8,2494,5936,6588,0.4740
1379,231164835,우카시 파비안스키,231,VTR (Veteran),9,621,1473,1635,0.4739
1380,806266323,김준홍,806,23 KFA (23 KFA),10,375,889,987,0.4739
1381,289182494,페르난도 무슬레라,289,CC (CenturyClub),8,229,569,632,0.4738
1382,237193105,알퐁스 아레올라,237,MC (Multi-League Champions),11,522,1290,1433,0.4737
1383,515230621,잔루이지 돈나룸마,515,24 PL (24 Premium Live),8,519,1217,1352,0.4737
1384,214192448,M. 테어슈테겐,214,TC (Tournament Champions),8,2564,6254,6948,0.4737
1385,300199987,야스퍼르 실러선,300,25 LIVE (25 LIVE),12,297,657,730,0.4737
1386,201190053,페터 슈마이켈,201,NHD (National Hero Debut),13,359,855,950,0.4737
1387,284216065,M. 스포르티엘로,284,RTN (Returnees),10,2060,4653,5175,0.4734
1388,517189117,로만 뷔어키,517,25 PL (25 Premium Live),8,599,1433,1594,0.4734
1389,214212831,알리송,214,TC (Tournament Champions),13,2460,5744,6390,0.4734
1390,513206585,케파,513,23 PL (23 Premium Live),8,717,1628,1812,0.4733
1391,513220901,다비드 라야,513,23 PL (23 Premium Live),8,514,1114,1240,0.4732
1392,206193080,데헤아,206,TB (Tournament Best),10,977,2297,2557,0.4732
1393,207193080,데헤아,207,TT (Top Transfer),10,264,617,687,0.4732
1394,804243585,개빈 바주누,804,23NG (23 NEW GENERATION),9,207,458,510,0.4731
1395,231167495,마누엘 노이어,231,VTR (Veteran),10,257,587,654,0.4730
1396,231176550,다비드 오스피나,231,VTR (Veteran),8,585,1364,1520,0.4730
1397,806266323,김준홍,806,23 KFA (23 KFA),9,1032,2347,2616,0.4729
1398,252051539,에드윈 반데르사르,252,CAP (Captain),9,1051,2413,2690,0.4729
1399,246173373,세르히오 로메로,246,UP (Unsung Players),10,711,1689,1883,0.4728
1400,231176550,다비드 오스피나,231,VTR (Veteran),9,248,614,685,0.4727
1401,206203775,로리스 카리우스,206,TB (Tournament Best),13,4624,10386,11588,0.4726
1402,214186569,스벤 울라이히,214,TC (Tournament Champions),13,2261,5225,5830,0.4726
1403,201193080,데헤아,201,NHD (National Hero Debut),13,2062,4826,5385,0.4726
1404,207000488,올리버 칸,207,TT (Top Transfer),8,426,1008,1125,0.4726
1405,247176389,정성룡,247,2012 KH (2012 KH),8,475,1171,1307,0.4726
1406,294237778,안준수,294,21 KFA (21 KFA),8,996,2288,2554,0.4725
1407,256048940,페트르 체흐,256,BTB (Back to Back),8,301,687,767,0.4725
1408,284001179,잔루이지 부폰,284,RTN (Returnees),11,378,875,977,0.4725
1409,253207557,로빈 올센,253,BOE21 (Best of Europe 21),11,565,1269,1417,0.4724
1410,231173426,시몽 미뇰레,231,VTR (Veteran),9,1334,3110,3473,0.4724
1411,231173426,시몽 미뇰레,231,VTR (Veteran),10,623,1378,1539,0.4724
1412,270233267,매트 터너,270,SPL (Spotlight),9,2023,4856,5424,0.4724
1413,300266517,K. 가델라,300,25 LIVE (25 LIVE),13,283,688,769,0.4722
1414,251192119,티보 쿠르투아,251,EBS (European Best Stars),8,22455,53133,59394,0.4722
1415,300191655,김승규,300,25 LIVE (25 LIVE),11,943,2202,2463,0.4720
1416,225019580,이운재,225,TKL (TEAM K LEAGUE),11,1500,3460,3871,0.4720
1417,253167495,마누엘 노이어,253,BOE21 (Best of Europe 21),8,11115,25989,29079,0.4719
1418,206199987,야스퍼르 실러선,206,TB (Tournament Best),13,1410,3312,3706,0.4719
1419,231199987,야스퍼르 실러선,231,VTR (Veteran),10,476,1143,1279,0.4719
1420,234001179,잔루이지 부폰,234,LH (Loyal Heroes),8,1392,3416,3823,0.4719
1421,217212831,알리송,217,COC (Competitor Of Continents),8,10085,23586,26426,0.4716
1422,206193080,데헤아,206,TB (Tournament Best),8,1933,4557,5106,0.4716
1423,206206585,케파,206,TB (Tournament Best),11,2813,6513,7299,0.4715
1424,206193080,데헤아,206,TB (Tournament Best),11,363,842,944,0.4714
1425,207210257,에데르송,207,TT (Top Transfer),11,1916,4295,4816,0.4714
1426,284216065,M. 스포르티엘로,284,RTN (Returnees),8,5636,13182,14783,0.4714
1427,517190941,L. 흐라데츠키,517,25 PL (25 Premium Live),8,2352,5498,6168,0.4713
1428,234162835,사미르 한다노비치,234,LH (Loyal Heroes),10,1027,2279,2557,0.4713
1429,508194404,네투,508,21 PL (21 Premium Live),8,205,505,567,0.4711
1430,201001179,잔루이지 부폰,201,NHD (National Hero Debut),13,1934,4573,5136,0.4710
1431,206024630,페페 레이나,206,TB (Tournament Best),11,5284,12193,13697,0.4710
1432,517252154,M. 카르네세키,517,25 PL (25 Premium Live),11,807,1807,2030,0.4709
1433,517223885,알렉산더 뉘벨,517,25 PL (25 Premium Live),11,814,1858,2088,0.4709
1434,201193080,데헤아,201,NHD (National Hero Debut),12,289,677,761,0.4708
1435,231150724,조 하트,231,VTR (Veteran),8,344,877,986,0.4707
1436,231168435,살바토레 시리구,231,VTR (Veteran),8,245,582,655,0.4705
1437,231173373,세르히오 로메로,231,VTR (Veteran),10,447,1059,1192,0.4705
1438,206167495,마누엘 노이어,206,TB (Tournament Best),12,413,940,1059,0.4702
1439,216163587,카스퍼 슈마이켈,216,HOT (Heroes Of the Team),10,210,513,578,0.4702
1440,225212432,조현우,225,TKL (TEAM K LEAGUE),11,1125,2612,2944,0.4701
1441,237165735,브래드 존스,237,MC (Multi-League Champions),9,723,1675,1888,0.4701
1442,284188943,케빈 트라프,284,RTN (Returnees),8,746,1652,1863,0.4700
1443,517190941,L. 흐라데츠키,517,25 PL (25 Premium Live),9,549,1322,1491,0.4700
1444,513251752,뤼카 슈발리에,513,23 PL (23 Premium Live),13,206,477,538,0.4700
1445,300235840,M. 디 그레고리오,300,25 LIVE (25 LIVE),13,3932,8817,9953,0.4697
1446,247191924,이범영,247,2012 KH (2012 KH),8,7768,18231,20580,0.4697
1447,293234748,구성윤,293,22 KFA (22 KFA),9,267,634,716,0.4696
1448,511234102,I. 라두,511,22 PL (22 Premium Live),8,1691,3758,4246,0.4695
1449,214167495,마누엘 노이어,214,TC (Tournament Champions),8,3942,9044,10219,0.4695
1450,207212831,알리송,207,TT (Top Transfer),11,4260,10066,11376,0.4695
1451,237051539,에드윈 반데르사르,237,MC (Multi-League Champions),9,824,1929,2181,0.4693
1452,834242948,M. 코바르시,834,24 UCL (24 UEFA Champions League),8,2275,5273,5962,0.4693
1453,234178005,후이 파트리시우,234,LH (Loyal Heroes),8,359,825,933,0.4693
1454,251048940,페트르 체흐,251,EBS (European Best Stars),11,418,970,1097,0.4693
1455,511220901,다비드 라야,511,22 PL (22 Premium Live),8,1355,3096,3502,0.4692
1456,295201936,김진현,295,19 KFA (19 KFA),13,286,594,672,0.4692
1457,300186153,보이치에흐 슈체스니,300,25 LIVE (25 LIVE),13,331,773,875,0.4691
1458,284002147,M. 스테켈렌뷔르흐,284,RTN (Returnees),11,883,2021,2288,0.4690
1459,214186569,스벤 울라이히,214,TC (Tournament Champions),12,364,828,938,0.4689
1460,242186153,보이치에흐 슈체스니,242,20 UCL (20 UEFA Champions League),8,2263,5188,5879,0.4688
1461,300233306,딘 헨더슨,300,25 LIVE (25 LIVE),13,2289,5295,6003,0.4687
1462,233192119,티보 쿠르투아,233,MOG (Moments Of Glory),8,9723,22380,25376,0.4686
1463,511233306,딘 헨더슨,511,22 PL (22 Premium Live),8,354,821,931,0.4686
1464,221189342,카를로 핀솔리오,221,19 UCL (19 UEFA Champions League),8,204,476,540,0.4685
1465,251192119,티보 쿠르투아,251,EBS (European Best Stars),9,4394,10230,11606,0.4685
1466,234162835,사미르 한다노비치,234,LH (Loyal Heroes),9,2225,5297,6011,0.4684
1467,517230621,잔루이지 돈나룸마,517,25 PL (25 Premium Live),8,3819,8807,9996,0.4684
1468,210230621,잔루이지 돈나룸마,210,GR (Golden Rookies),12,561,1273,1445,0.4684
1469,300240913,케빈 켈레허,300,25 LIVE (25 LIVE),13,4501,10198,11577,0.4683
1470,517246139,이냐키 페냐,517,25 PL (25 Premium Live),8,1498,3669,4167,0.4682
1471,206005479,카시야스,206,TB (Tournament Best),11,1399,3226,3664,0.4682
1472,284179783,랄프 페어만,284,RTN (Returnees),8,517,1147,1303,0.4682
1473,207210257,에데르송,207,TT (Top Transfer),10,651,1564,1777,0.4681
1474,300210941,이창근,300,25 LIVE (25 LIVE),11,351,791,899,0.4680
1475,254048940,페트르 체흐,254,CFA (Chelsea FC Ambassador),9,606,1433,1629,0.4680
1476,284001179,잔루이지 부폰,284,RTN (Returnees),10,1580,3590,4082,0.4679
1477,284001179,잔루이지 부폰,284,RTN (Returnees),9,1095,2663,3028,0.4679
1478,233192119,티보 쿠르투아,233,MOG (Moments Of Glory),9,395,890,1012,0.4679
1479,237051539,에드윈 반데르사르,237,MC (Multi-League Champions),8,1852,4375,4975,0.4679
1480,234162835,사미르 한다노비치,234,LH (Loyal Heroes),8,7473,17532,19947,0.4678
1481,201167495,마누엘 노이어,201,NHD (National Hero Debut),8,299,675,768,0.4678
1482,517167495,마누엘 노이어,517,25 PL (25 Premium Live),9,1201,2703,3079,0.4675
1483,231002147,M. 스테켈렌뷔르흐,231,VTR (Veteran),13,355,783,892,0.4675
1484,252002147,M. 스테켈렌뷔르흐,252,CAP (Captain),9,362,924,1053,0.4674
1485,284146748,디에고 로페스,284,RTN (Returnees),8,333,709,808,0.4674
1486,284200696,H. 베르휠스트,284,RTN (Returnees),8,257,608,693,0.4673
1487,237165735,브래드 존스,237,MC (Multi-League Champions),8,1839,4356,4966,0.4673
1488,207212831,알리송,207,TT (Top Transfer),10,902,2094,2388,0.4672
1489,284216065,M. 스포르티엘로,284,RTN (Returnees),11,513,1143,1304,0.4671
1490,804250753,A. 트루빈,804,23NG (23 NEW GENERATION),8,413,905,1033,0.4670
1491,216167495,마누엘 노이어,216,HOT (Heroes Of the Team),8,2869,6672,7616,0.4670
1492,237165735,브래드 존스,237,MC (Multi-League Champions),10,1248,2852,3256,0.4669
1493,214000805,옌스 레만,214,TC (Tournament Champions),8,251,557,636,0.4669
1494,517225116,알렉스 메레트,517,25 PL (25 Premium Live),8,2556,5864,6696,0.4669
1495,237212442,주제 사,237,MC (Multi-League Champions),11,345,796,909,0.4669
1496,234051539,에드윈 반데르사르,234,LH (Loyal Heroes),8,10837,24831,28366,0.4668
1497,295212432,조현우,295,19 KFA (19 KFA),13,748,1704,1949,0.4665
1498,225204725,이범수,225,TKL (TEAM K LEAGUE),13,527,1208,1382,0.4664
1499,206215316,헤로니모 룰리,206,TB (Tournament Best),13,2213,5203,5953,0.4664
1500,517204883,브라이스 삼바,517,25 PL (25 Premium Live),10,297,664,760,0.4663
1501,810206585,케파,810,23 UCL (23 UEFA Champions League),8,315,726,831,0.4663
1502,206208104,마테우스,206,TB (Tournament Best),13,455,1084,1241,0.4662
1503,237212442,주제 사,237,MC (Multi-League Champions),10,233,605,693,0.4661
1504,513190941,L. 흐라데츠키,513,23 PL (23 Premium Live),8,245,472,541,0.4659
1505,201001179,잔루이지 부폰,201,NHD (National Hero Debut),11,275,721,827,0.4658
1506,237212831,알리송,237,MC (Multi-League Champions),9,1129,2630,3017,0.4657
1507,804250753,A. 트루빈,804,23NG (23 NEW GENERATION),10,487,1148,1317,0.4657
1508,214212831,알리송,214,TC (Tournament Champions),12,1090,2425,2782,0.4657
1509,513234642,에두아르 멘디,513,23 PL (23 Premium Live),8,340,765,878,0.4656
1510,207190053,페터 슈마이켈,207,TT (Top Transfer),12,265,633,727,0.4654
1511,206200389,얀 오블라크,206,TB (Tournament Best),8,683,1588,1824,0.4654
1512,206193080,데헤아,206,TB (Tournament Best),9,1156,2580,2964,0.4654
1513,217234642,에두아르 멘디,217,COC (Competitor Of Continents),11,294,671,771,0.4653
1514,216162835,사미르 한다노비치,216,HOT (Heroes Of the Team),9,818,1872,2151,0.4653
1515,300234102,I. 라두,300,25 LIVE (25 LIVE),11,473,1048,1205,0.4652
1516,210230621,잔루이지 돈나룸마,210,GR (Golden Rookies),9,434,953,1096,0.4651
1517,300192448,M. 테어슈테겐,300,25 LIVE (25 LIVE),10,445,1036,1192,0.4650
1518,217203042,잭 버틀런드,217,COC (Competitor Of Continents),13,916,2157,2483,0.4649
1519,234173373,세르히오 로메로,234,LH (Loyal Heroes),10,325,734,845,0.4649
1520,253002147,M. 스테켈렌뷔르흐,253,BOE21 (Best of Europe 21),11,243,560,645,0.4647
1521,214192119,티보 쿠르투아,214,TC (Tournament Champions),13,1496,3366,3877,0.4647
1522,251048940,페트르 체흐,251,EBS (European Best Stars),8,4347,9989,11507,0.4647
1523,517192563,베른트 레노,517,25 PL (25 Premium Live),8,545,1228,1415,0.4646
1524,207048940,페트르 체흐,207,TT (Top Transfer),10,329,767,884,0.4646
1525,501172723,아스미르 베고비치,501,18 PLS (18 Premium Live Spring),13,256,550,634,0.4645
1526,216162835,사미르 한다노비치,216,HOT (Heroes Of the Team),8,4101,9330,10756,0.4645
1527,234173373,세르히오 로메로,234,LH (Loyal Heroes),9,630,1528,1762,0.4644
1528,324024630,페페 레이나,324,24 LIVE (24 LIVE),10,268,600,692,0.4644
1529,300191655,김승규,300,25 LIVE (25 LIVE),12,805,1854,2139,0.4643
1530,206173373,세르히오 로메로,206,TB (Tournament Best),13,1602,3702,4272,0.4643
1531,252048940,페트르 체흐,252,CAP (Captain),8,792,1830,2113,0.4641
1532,214167948,위고 요리스,214,TC (Tournament Champions),13,414,941,1087,0.4640
1533,300269271,F. 스탄코비치,300,25 LIVE (25 LIVE),13,321,747,863,0.4640
1534,253167495,마누엘 노이어,253,BOE21 (Best of Europe 21),10,1648,3765,4354,0.4637
1535,207051539,에드윈 반데르사르,207,TT (Top Transfer),11,235,549,635,0.4637
1536,517185122,페테르 굴라치,517,25 PL (25 Premium Live),9,955,2240,2592,0.4636
1537,826210676,W. 팔코네,826,24EP (2024 Energetic Player),10,248,560,648,0.4636
1538,217177683,얀 조머,217,COC (Competitor Of Continents),12,245,578,669,0.4635
1539,251186153,보이치에흐 슈체스니,251,EBS (European Best Stars),13,309,683,792,0.4631
1540,300203004,양한빈,300,25 LIVE (25 LIVE),12,272,595,690,0.4630
1541,300234102,I. 라두,300,25 LIVE (25 LIVE),13,3664,7935,9202,0.4630
1542,517204883,브라이스 삼바,517,25 PL (25 Premium Live),8,529,1224,1420,0.4629
1543,214048940,페트르 체흐,214,TC (Tournament Champions),11,1183,2704,3139,0.4628
1544,207192563,베른트 레노,207,TT (Top Transfer),13,571,1304,1514,0.4627
1545,217203042,잭 버틀런드,217,COC (Competitor Of Continents),12,309,700,813,0.4627
1546,517246657,알바로 바예스,517,25 PL (25 Premium Live),11,361,805,935,0.4626
1547,300233306,딘 헨더슨,300,25 LIVE (25 LIVE),8,506,1152,1339,0.4625
1548,511203841,닉 포프,511,22 PL (22 Premium Live),8,1714,3821,4442,0.4624
1549,206215316,헤로니모 룰리,206,TB (Tournament Best),12,616,1493,1736,0.4624
1550,206206585,케파,206,TB (Tournament Best),9,288,613,713,0.4623
1551,207193080,데헤아,207,TT (Top Transfer),11,1162,2623,3052,0.4622
1552,206177683,얀 조머,206,TB (Tournament Best),8,1101,2560,2980,0.4621
1553,511240091,G. 비카리오,511,22 PL (22 Premium Live),8,389,876,1020,0.4620
1554,806266323,김준홍,806,23 KFA (23 KFA),8,5414,12197,14205,0.4620
1555,273226753,앙드레 오나나,273,WC22 (World Cup 2022),8,224,498,580,0.4620
1556,225019580,이운재,225,TKL (TEAM K LEAGUE),10,252,570,664,0.4619
1557,206212831,알리송,206,TB (Tournament Best),10,1174,2638,3074,0.4618
1558,225203004,양한빈,225,TKL (TEAM K LEAGUE),11,215,508,592,0.4618
1559,284002147,M. 스테켈렌뷔르흐,284,RTN (Returnees),10,335,815,950,0.4618
1560,508215698,마이크 메냥,508,21 PL (21 Premium Live),8,551,1240,1446,0.4617
1561,503233306,딘 헨더슨,503,19 PLS (19 Premium Live Spring),8,440,939,1095,0.4617
1562,206164835,우카시 파비안스키,206,TB (Tournament Best),11,326,739,862,0.4616
1563,300240913,케빈 켈레허,300,25 LIVE (25 LIVE),12,566,1320,1540,0.4615
1564,513235073,그레고르 코벨,513,23 PL (23 Premium Live),8,439,1078,1258,0.4615
1565,216190053,페터 슈마이켈,216,HOT (Heroes Of the Team),9,241,574,670,0.4614
1566,251024630,페페 레이나,251,EBS (European Best Stars),8,2826,6156,7187,0.4614
1567,251024630,페페 레이나,251,EBS (European Best Stars),9,214,513,599,0.4613
1568,251207998,대니 워드,251,EBS (European Best Stars),13,1211,2663,3110,0.4613
1569,207051539,에드윈 반데르사르,207,TT (Top Transfer),10,486,1082,1264,0.4612
1570,214212831,알리송,214,TC (Tournament Champions),11,2430,5491,6422,0.4609
1571,214203775,로리스 카리우스,214,TC (Tournament Champions),13,847,1838,2152,0.4607
1572,300235840,M. 디 그레고리오,300,25 LIVE (25 LIVE),9,1279,2905,3402,0.4606
1573,201192119,티보 쿠르투아,201,NHD (National Hero Debut),13,2119,4698,5503,0.4605
1574,253002147,M. 스테켈렌뷔르흐,253,BOE21 (Best of Europe 21),10,371,838,982,0.4604
1575,300200110,마르코 비조트,300,25 LIVE (25 LIVE),8,220,477,559,0.4604
1576,201167495,마누엘 노이어,201,NHD (National Hero Debut),11,451,1022,1198,0.4604
1577,517205186,파울로 가사니가,517,25 PL (25 Premium Live),8,2385,5457,6400,0.4602
1578,234051539,에드윈 반데르사르,234,LH (Loyal Heroes),9,361,902,1058,0.4602
1579,206192119,티보 쿠르투아,206,TB (Tournament Best),12,1439,3216,3773,0.4602
1580,300230869,우나이 시몬,300,25 LIVE (25 LIVE),11,594,1327,1557,0.4601
1581,508024630,페페 레이나,508,21 PL (21 Premium Live),8,314,755,886,0.4601
1582,216230621,잔루이지 돈나룸마,216,HOT (Heroes Of the Team),8,9311,21055,24744,0.4597
1583,231173426,시몽 미뇰레,231,VTR (Veteran),8,2172,4908,5774,0.4595
1584,216199482,안토니 로페스,216,HOT (Heroes Of the Team),11,231,435,512,0.4593
1585,517224987,이반 프로베델,517,25 PL (25 Premium Live),11,493,1083,1275,0.4593
1586,207212831,알리송,207,TT (Top Transfer),12,314,687,809,0.4592
1587,217212831,알리송,217,COC (Competitor Of Continents),9,532,1232,1451,0.4592
1588,280230621,잔루이지 돈나룸마,280,22 UCL (22 UEFA Champions League),8,5164,11597,13659,0.4592
